question_id,question,choice,choice_text,selected_group,main_radar_item,オフェンス,シュート,,,パス,,フィジカル,,ディフェンス,,,,ヘディング,,スピード,,ドリブル,,
MIDFIELD,MIDFIELD_Q17,相手のエースを中盤で抑えるなら？,C,受けた瞬間に奪う,ボール奪取,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,18,1,1,1
MIDFIELD,MIDFIELD_Q17,相手のエースを中盤で抑えるなら？,D,複数人で囲む,ディフェンスセンス,1,1,1,1,1,1,1,1,30,1,1,5,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q18,チャンスメイクで得意なのは？,A,スルーパス,グランダーパス,5,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q18,チャンスメイクで得意なのは？,B,浮き球のラストパス,フライパス,1,1,1,12,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q18,チャンスメイクで得意なのは？,C,ドリブルで引きつける,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5
MIDFIELD,MIDFIELD_Q18,チャンスメイクで得意なのは？,D,シュートで終わる,決定力,1,13,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q19,守備から攻撃へ切り替わる瞬間は？,A,前線へ縦パス,グランダーパス,4,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q19,守備から攻撃へ切り替わる瞬間は？,B,サイドへ展開,フライパス,1,1,1,10,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q19,守備から攻撃へ切り替わる瞬間は？,C,ドリブルで持ち上がる,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,10,1
MIDFIELD,MIDFIELD_Q19,守備から攻撃へ切り替わる瞬間は？,D,一度キープして整える,ボールキープ,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,10
MIDFIELD,MIDFIELD_Q20,理想の中盤選手に近いのは？,A,パスで試合を作る,グランダーパス,1,1,1,1,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q20,理想の中盤選手に近いのは？,B,守備で支える,守備意識,1,1,1,1,1,1,1,1,1,7,1,10,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q20,理想の中盤選手に近いのは？,C,運んで崩す,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5
MIDFIELD,MIDFIELD_Q20,理想の中盤選手に近いのは？,D,ゴール前で違いを出す,オフェンスセンス,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q01,FWとして一番得意な得点パターンは？,A,裏抜けから決める,スピード,7,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1
CF,CF_Q01,FWとして一番得意な得点パターンは？,B,ゴール前で合わせる,決定力,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q01,FWとして一番得意な得点パターンは？,C,ミドルシュート,決定力,1,5,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q01,FWとして一番得意な得点パターンは？,D,ヘディングシュート,ヘディング,1,1,1,1,1,1,1,1,1,1,1,1,14,15,1,1,1,1,1
CF,CF_Q02,DFを背負った時のプレーは？,A,体を使ってキープ,フィジカル,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,7
CF,CF_Q02,DFを背負った時のプレーは？,B,ワンタッチで落とす,グランダーパス,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,7,1,1
CF,CF_Q02,DFを背負った時のプレーは？,C,反転してシュート,ボールコントロール,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1
CF,CF_Q02,DFを背負った時のプレーは？,D,ファウルを受けても耐える,フィジカル,1,1,1,1,1,1,9,1,1,1,13,1,1,1,1,1,1,1,1
CF,CF_Q03,ゴール前でマークを外すには？,A,一瞬の動き出し,オフェンスセンス,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1
CF,CF_Q03,ゴール前でマークを外すには？,B,スピードで背後を取る,スピード,4,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1
CF,CF_Q03,ゴール前でマークを外すには？,C,体で相手を抑える,フィジカル,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,5
CF,CF_Q03,ゴール前でマークを外すには？,D,フェイントで外す,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,12,1
CF,CF_Q04,シュートで一番意識することは？,A,正確にコースへ流す,決定力,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1
CF,CF_Q04,シュートで一番意識することは？,B,強く振り抜く,フィジカル,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q04,シュートで一番意識することは？,C,カーブをかける,カーブ,1,4,1,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q04,シュートで一番意識することは？,D,こぼれ球に詰める,オフェンスセンス,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1
CF,CF_Q05,味方との連携で得意なのは？,A,ポストプレー,ボールキープ,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,10
CF,CF_Q05,味方との連携で得意なのは？,B,ワンツーで抜ける,グランダーパス,5,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q05,味方との連携で得意なのは？,C,ラストパスも出す,グランダーパス,4,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q05,味方との連携で得意なのは？,D,自分で突破する,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,13,1
CF,CF_Q06,クロスに合わせる時は？,A,頭で合わせる,ヘディング,1,1,1,1,1,1,1,1,1,1,1,1,14,15,1,1,1,1,1
CF,CF_Q06,クロスに合わせる時は？,B,ニアへ走り込む,オフェンスセンス,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1
CF,CF_Q06,クロスに合わせる時は？,C,ファーで待つ,守備意識,1,1,1,1,1,1,1,1,1,1,1,27,10,1,1,1,1,1,1
CF,CF_Q06,クロスに合わせる時は？,D,足元で受けて決める,ボールコントロール,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1
CF,CF_Q07,カウンターで求めたいプレーは？,A,全速力で裏へ抜ける,スピード,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1
CF,CF_Q07,カウンターで求めたいプレーは？,B,ドリブルで運ぶ,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,5
CF,CF_Q07,カウンターで求めたいプレーは？,C,味方へラストパス,グランダーパス,5,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q07,カウンターで求めたいプレーは？,D,最後は自分で決める,決定力,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q08,前線から守備をする時は？,A,相手CBに強く寄せる,アグレッシブネス,1,1,1,1,1,1,1,13,1,1,26,1,1,1,1,1,1,1,1
CF,CF_Q08,前線から守備をする時は？,B,パスコースを限定する,守備意識,1,1,1,1,1,1,1,1,62,1,1,42,1,1,1,1,1,1,1
CF,CF_Q08,前線から守備をする時は？,C,奪ってすぐシュート,ボール奪取,1,4,1,1,1,1,1,1,1,62,1,1,1,1,1,1,1,1,1
CF,CF_Q08,前線から守備をする時は？,D,GKまで追いかける,体力,1,1,1,1,1,1,1,29,1,1,1,1,1,1,4,1,1,1,1
CF,CF_Q09,FWとして伸ばしたい武器は？,A,決定力,決定力,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q09,FWとして伸ばしたい武器は？,B,抜け出し,スピード,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,1,1,1
CF,CF_Q09,FWとして伸ばしたい武器は？,C,ポストプレー,フィジカル,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,5
CF,CF_Q09,FWとして伸ばしたい武器は？,D,足元の技術,ボールコントロール,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,7,1
CF,CF_Q10,相手DFとの駆け引きで大事なのは？,A,背後を狙うタイミング,オフェンスセンス,10,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1
CF,CF_Q10,相手DFとの駆け引きで大事なのは？,B,体を当てる強さ,フィジカル,1,1,1,1,1,1,7,1,1,1,13,1,1,1,1,1,1,1,1
CF,CF_Q10,相手DFとの駆け引きで大事なのは？,C,細かいフェイント,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,13,1
CF,CF_Q10,相手DFとの駆け引きで大事なのは？,D,シュートまでの冷静さ,決定力,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
CF,CF_Q11,ゴールから遠い位置で受けた時は？,A,味方へ落として前進,グランダーパス,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,5
CF,CF_Q11,ゴールから遠い位置で受けた時は？,B,反転してドリブル,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,13,1
CF,CF_Q11,ゴールから遠い位置で受けた時は？,C,ロングシュートを狙う,決定力,1,5,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q11,ゴールから遠い位置で受けた時は？,D,体を張って時間を作る,ボールキープ,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,10
CF,CF_Q12,セットプレーで狙いたい役割は？,A,直接FKを蹴る,フリーキック,1,1,62,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q12,セットプレーで狙いたい役割は？,B,ヘディングで合わせる,ヘディング,1,1,1,1,1,1,1,1,1,1,1,1,14,15,1,1,1,1,1
CF,CF_Q12,セットプレーで狙いたい役割は？,C,こぼれ球を押し込む,決定力,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q12,セットプレーで狙いたい役割は？,D,相手を引きつける,フィジカル,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,5
CF,CF_Q13,ペナルティエリア内で受けたら？,A,すぐシュート,決定力,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1
CF,CF_Q13,ペナルティエリア内で受けたら？,B,ワンタッチでかわす,ボールコントロール,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,5,1
CF,CF_Q13,ペナルティエリア内で受けたら？,C,味方へ落とす,グランダーパス,4,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q13,ペナルティエリア内で受けたら？,D,体を入れて守る,フィジカル,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,5
CF,CF_Q14,相手が引いて守る時は？,A,狭い場所で受ける,ボールコントロール,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1
CF,CF_Q14,相手が引いて守る時は？,B,ミドルシュートを打つ,決定力,1,5,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q14,相手が引いて守る時は？,C,サイドへ流れて起点,グランダーパス,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,5
CF,CF_Q14,相手が引いて守る時は？,D,クロスに飛び込む,ヘディング,1,1,1,1,1,1,1,1,1,1,1,1,13,12,1,1,1,1,1
CF,CF_Q15,理想のCFタイプに近いのは？,A,スピード型CF,スピード,5,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1
CF,CF_Q15,理想のCFタイプに近いのは？,B,決定力型CF,決定力,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q15,理想のCFタイプに近いのは？,C,ポストプレー型,フィジカル,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,5
CF,CF_Q15,理想のCFタイプに近いのは？,D,万能型CF,ボールコントロール,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,12,1,1
CF,CF_Q16,試合終盤に欲しいFWの力は？,A,最後まで走る体力,体力,1,1,1,1,1,1,1,29,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q16,試合終盤に欲しいFWの力は？,B,ワンチャンスを決める,決定力,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q16,試合終盤に欲しいFWの力は？,C,前線で時間を作る,ボールキープ,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,12
CF,CF_Q16,試合終盤に欲しいFWの力は？,D,セットプレーで勝つ,ヘディング,1,1,1,1,1,1,1,1,1,1,1,1,13,15,1,1,1,1,1
CF,CF_Q17,相手DFが速い時の対策は？,A,動き出しで勝つ,オフェンスセンス,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1
CF,CF_Q17,相手DFが速い時の対策は？,B,体で受ける,フィジカル,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,5
CF,CF_Q17,相手DFが速い時の対策は？,C,味方との連携で崩す,グランダーパス,4,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q17,相手DFが速い時の対策は？,D,さらにスピードで勝負,スピード,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1
CF,CF_Q18,相手DFが強い時の対策は？,A,背後へ逃げる動き,スピード,5,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1
CF,CF_Q18,相手DFが強い時の対策は？,B,細かく動いて外す,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,12,1
CF,CF_Q18,相手DFが強い時の対策は？,C,負けずに競る,フィジカル,1,1,1,1,1,1,9,1,1,1,1,1,5,1,1,1,1,1,1
CF,CF_Q18,相手DFが強い時の対策は？,D,ワンタッチで味方を使う,グランダーパス,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,5,1,1
CF,CF_Q19,チャンスで一番自信があるのは？,A,GKとの1対1,決定力,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
CF,CF_Q19,チャンスで一番自信があるのは？,B,ダイレクトシュート,瞬発力,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1
CF,CF_Q19,チャンスで一番自信があるのは？,C,ヘディング,ヘディング,1,1,1,1,1,1,1,1,1,1,1,1,14,15,1,1,1,1,1
CF,CF_Q19,チャンスで一番自信があるのは？,D,カットインシュート,カーブ,1,1,1,24,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1
CF,CF_Q20,チームに貢献したいFWの仕事は？,A,点を取る,決定力,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CF,CF_Q20,チームに貢献したいFWの仕事は？,B,前線で収める,ボールキープ,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,12
CF,CF_Q20,チームに貢献したいFWの仕事は？,C,裏への脅威になる,スピード,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,1,1,1
CF,CF_Q20,チームに貢献したいFWの仕事は？,D,守備の開始点になる,アグレッシブネス,1,1,1,1,1,1,1,18,1,1,26,1,1,1,1,1,1,1,1
